targeted_point_variance_mean_m2,untracked_point_variance_mean_m2,all_point_variance_mean_m2,qpos_circular_variance_mean_rad2,maximum_divergence_frame,maximum_divergence_time_s,maximum_all_point_variance_m2
7.271126858027829e-06,0.0002077332438312772,0.00015761771458796484,0.0028574611479077355,416,13.866528,0.0014332195311464466
