label,frame,root_position_residual_m,four_ee_position_residual_m,dense_added_position_residual_m,all_declared_position_residual_m,left_wrist_position_residual_m,right_wrist_position_residual_m,left_ankle_position_residual_m,right_ankle_position_residual_m,torso_position_residual_m,head_position_residual_m,left_shoulder_position_residual_m,right_shoulder_position_residual_m,left_elbow_position_residual_m,right_elbow_position_residual_m,left_hip_position_residual_m,right_hip_position_residual_m,left_knee_position_residual_m,right_knee_position_residual_m,left_toe_position_residual_m,right_toe_position_residual_m
sparse-neutral,42,6.649936135411733e-05,0.014876413824949697,0.0,0.01191443093223058,0.03347002284403453,0.026025122515812824,7.899489308808835e-06,2.610450642619292e-06,,,,,,,,,,,,
sparse-neutral,43,6.630047610420737e-05,0.014886791729341795,0.0,0.01192269347869428,0.03349593178850803,0.0260408896325529,7.742933107800078e-06,2.6025631984590783e-06,,,,,,,,,,,,
sparse-neutral,44,6.617605388588539e-05,0.014888875327231562,0.0,0.011924335472562426,0.03350749805355807,0.026037649390436284,7.726346104158339e-06,2.6275188277340058e-06,,,,,,,,,,,,
sparse-neutral,45,6.601620543417621e-05,0.014886362336870332,0.0,0.011922293110583102,0.033514367134021804,0.026020743352695934,7.663542942206818e-06,2.675317821380563e-06,,,,,,,,,,,,
sparse-neutral,46,6.581204277364931e-05,0.014876876573061483,0.0,0.011914663667003915,0.03350249172480363,0.025994664134907666,7.671440068684459e-06,2.678992465946259e-06,,,,,,,,,,,,
sparse-neutral,47,6.555745007033325e-05,0.014863483812496145,0.0,0.011903898540010983,0.03347441867965952,0.02596918210221156,7.664412815574364e-06,2.67005529792663e-06,,,,,,,,,,,,
sparse-neutral,48,6.52385111581339e-05,0.014846629528131587,0.0,0.011890351324736897,0.03343508881470728,0.025941159541376903,7.627859549189712e-06,2.6418968929769867e-06,,,,,,,,,,,,
sparse-neutral,49,6.491612273912485e-05,0.014821572851852129,0.0,0.011870241506029527,0.03337306823619377,0.025903088427407586,7.555920958622403e-06,2.578822848537657e-06,,,,,,,,,,,,
sparse-neutral,50,6.459115398205049e-05,0.014778383391496988,0.0,0.011835624943994,0.03326640145585777,0.02583705459892958,7.5289777414714635e-06,2.5485334591276654e-06,,,,,,,,,,,,
sparse-neutral,51,6.42430385566967e-05,0.014739758386147165,0.0,0.011804655316629071,0.03316465954511259,0.025784587545043237,7.359473999713138e-06,2.426980433114186e-06,,,,,,,,,,,,
sparse-neutral,52,6.39995843117136e-05,0.014709527515583694,0.0,0.011780421929329299,0.03308105411045131,0.025747601546440572,7.140644564601025e-06,2.313760878295642e-06,,,,,,,,,,,,
sparse-neutral,53,6.385080090649201e-05,0.01468304148274928,0.0,0.011759203346380722,0.03300831558765481,0.02571467005494268,6.927254550740194e-06,2.2530338488879686e-06,,,,,,,,,,,,
sparse-neutral,54,6.366173562963835e-05,0.014654894965552627,0.0,0.01173664831956803,0.032934442390824534,0.02567615038736114,6.762830491393667e-06,2.224253533444996e-06,,,,,,,,,,,,
sparse-neutral,55,6.345473001130823e-05,0.014627793625788404,0.0,0.011714925846632984,0.032868142167977385,0.02563418206436692,6.66673520024006e-06,2.183535609067416e-06,,,,,,,,,,,,
sparse-neutral,56,6.322008542558812e-05,0.014604516258981105,0.0,0.01169625702427,0.03281234681331145,0.025597020378926454,6.583471804837134e-06,2.1143718816751255e-06,,,,,,,,,,,,
sparse-neutral,57,6.301961674456083e-05,0.014587640740250997,0.0,0.01168271651554971,0.032773451300435935,0.025568525303869605,6.524644242935108e-06,2.0617124555058647e-06,,,,,,,,,,,,
sparse-neutral,58,6.283921954847826e-05,0.014576243365126784,0.0,0.011673562536011123,0.03274633190288092,0.025550126511096803,6.4370975437691235e-06,2.0779489856441823e-06,,,,,,,,,,,,
sparse-neutral,59,6.269380074210223e-05,0.014570284402960126,0.0,0.011668766282516521,0.03272847200481168,0.025544223201201987,6.360712316560031e-06,2.081693510282941e-06,,,,,,,,,,,,
sparse-neutral,60,6.260094947613621e-05,0.014565802373412418,0.0,0.011665162088625163,0.03271376564513965,0.02554105406918205,6.3582201516420996e-06,2.031559176330476e-06,,,,,,,,,,,,
sparse-neutral,61,6.256503860251247e-05,0.014562400267628709,0.0,0.01166243322182347,0.032700828207798106,0.025540466421481042,6.336378939458239e-06,1.970062296226473e-06,,,,,,,,,,,,
sparse-neutral,62,6.251906515968828e-05,0.014558736442381476,0.0,0.011659492966937118,0.03268524201432135,0.02554150604559918,6.2709174090288875e-06,1.9267921963395827e-06,,,,,,,,,,,,
sparse-neutral,63,6.24322452899357e-05,0.014554035280942599,0.0,0.011655714673812068,0.03266416522609492,0.02554389022584098,6.200561255515886e-06,1.8851105789752077e-06,,,,,,,,,,,,
sparse-neutral,64,6.230079811369508e-05,0.014546785631136719,0.0,0.011649888664532114,0.03263305751816386,0.02554613925697867,6.098464691988968e-06,1.847284712357079e-06,,,,,,,,,,,,
sparse-neutral,65,6.21315141830063e-05,0.014533660699164796,0.0,0.011639354862168438,0.032583924099166967,0.025542859891987253,6.01252704715419e-06,1.8462784578090076e-06,,,,,,,,,,,,
sparse-neutral,66,6.184635393191022e-05,0.014511663024752734,0.0,0.011621699690588568,0.03250981274080462,0.025529099019312954,5.9185412618415186e-06,1.8217976315234482e-06,,,,,,,,,,,,
sparse-neutral,67,6.173021409159435e-05,0.014485053921106503,0.0,0.011600389179703522,0.03243672392957282,0.02549579374573825,5.852523094920491e-06,1.8454860200138143e-06,,,,,,,,,,,,
sparse-neutral,68,6.166772045435056e-05,0.014456790945798232,0.0,0.011577766300729455,0.03236081091551981,0.025458678400720042,5.812402835604961e-06,1.8620641174670367e-06,,,,,,,,,,,,
sparse-neutral,69,6.169653347343527e-05,0.014432175453742436,0.0,0.011558079669688635,0.03229523432736409,0.025425787151889055,5.794944093877182e-06,1.8853916227221863e-06,,,,,,,,,,,,
sparse-neutral,70,6.18253191717706e-05,0.014412216140632733,0.0,0.01154213797634054,0.0322407399003913,0.025400416063021312,5.799737605365708e-06,1.908861512952372e-06,,,,,,,,,,,,
sparse-neutral,71,6.206723487002924e-05,0.014397621951648596,0.0,0.011530511008292884,0.03219940664398728,0.025383381870745646,5.801756044909913e-06,1.8975358165521562e-06,,,,,,,,,,,,
sparse-neutral,72,6.241369392697396e-05,0.014387425538056567,0.0,0.01152242316923065,0.032170571225676875,0.025371501170703168,5.7522064298421186e-06,1.8775494163875154e-06,,,,,,,,,,,,
sparse-neutral,73,6.28449882812348e-05,0.014385350171608755,0.0,0.01152084913494325,0.03216162652349525,0.025372219415967158,5.69800210230182e-06,1.856744870302408e-06,,,,,,,,,,,,
sparse-neutral,74,6.33163127758289e-05,0.014390062729146275,0.0,0.011524713445872185,0.03216910911933534,0.025383693672035506,5.620062229663339e-06,1.828062984591876e-06,,,,,,,,,,,,
sparse-neutral,75,6.375659338624862e-05,0.014395053064875542,0.0,0.011528793770577684,0.032170364406327506,0.025402482158089185,5.5517285838676605e-06,1.813966501613003e-06,,,,,,,,,,,,
sparse-neutral,76,6.417882529048394e-05,0.014401738341443293,0.0,0.011534226438212732,0.032175185557380956,0.025424503262645785,5.461013014695234e-06,1.8035327317341946e-06,,,,,,,,,,,,
sparse-neutral,77,6.459007622217925e-05,0.01440700105751013,0.0,0.011538518861252539,0.03217746909974473,0.025443285826266225,5.4555347849988395e-06,1.7937692445718113e-06,,,,,,,,,,,,
sparse-neutral,78,6.487572222334118e-05,0.014410822179861744,0.0,0.011541632888334064,0.0321771418253813,0.02545893441935041,5.449390785217319e-06,1.763083930049833e-06,,,,,,,,,,,,
sparse-neutral,79,6.500918422571925e-05,0.01441139685219275,0.0,0.011542119318599341,0.032172346661453875,0.025466039993738202,5.465043396017825e-06,1.7357101829027413e-06,,,,,,,,,,,,
sparse-neutral,80,6.497420779607686e-05,0.01440851897845937,0.0,0.011539810024326708,0.03215777451960046,0.025469280779453634,5.324505946611855e-06,1.696108836770369e-06,,,,,,,,,,,,
sparse-neutral,81,6.47943878232755e-05,0.014401386761841413,0.0,0.011534068287037787,0.03213223057684017,0.0254664529189176,5.201372126565434e-06,1.6621794813246459e-06,,,,,,,,,,,,
sparse-neutral,82,6.443736655351785e-05,0.014383654904929254,0.0,0.011519811397254106,0.03207841479581235,0.025449491555104904,5.12502741321812e-06,1.5882413865387255e-06,,,,,,,,,,,,
sparse-neutral,83,6.392543640139356e-05,0.0143561520356285,0.0,0.011497706715783079,0.0319964030775866,0.025421707245368054,4.973700119107958e-06,1.524119440238705e-06,,,,,,,,,,,,
sparse-neutral,84,6.335148490485516e-05,0.014330198711163417,0.0,0.011476829265911705,0.03192052745770751,0.025393959394482905,4.855495145989362e-06,1.4524973172657223e-06,,,,,,,,,,,,
sparse-neutral,85,6.275926486335552e-05,0.014306483118732253,0.0,0.011457738347958473,0.0318565266262895,0.025363253624292793,4.708544170352648e-06,1.4436801763623763e-06,,,,,,,,,,,,
sparse-neutral,86,6.218938266558096e-05,0.014289891589217217,0.0,0.01144435114790689,0.03180924635110415,0.0253443343779173,4.588821694086817e-06,1.396806153331003e-06,,,,,,,,,,,,
sparse-neutral,87,6.17449325068714e-05,0.014278420112429567,0.0,0.011435085076445028,0.031777756534353135,0.025330071992150573,4.505996852530622e-06,1.345926362025545e-06,,,,,,,,,,,,
sparse-neutral,88,6.14418365089333e-05,0.014270112224395368,0.0,0.011428378146818081,0.031755882991311685,0.025318809856225123,4.41578175839998e-06,1.3402682862625398e-06,,,,,,,,,,,,
sparse-neutral,89,6.120975052079746e-05,0.014267683410332297,0.0,0.011426388678369998,0.03174850194925449,0.02531656456639999,4.346183225956391e-06,1.3209424487510005e-06,,,,,,,,,,,,
sparse-neutral,90,6.101820111214133e-05,0.01427020748506696,0.0,0.011428369628275998,0.031751171891670114,0.025324083277269066,4.283552819051936e-06,1.2912185096041998e-06,,,,,,,,,,,,
sparse-neutral,91,6.0845552270694384e-05,0.014276917928035942,0.0,0.01143370345288289,0.03176453157810601,0.02533765506852994,4.23524853322176e-06,1.2498169745943912e-06,,,,,,,,,,,,
sparse-neutral,92,6.067576868922007e-05,0.014290504019810192,0.0,0.011444538369585998,0.031797106406887286,0.025359406664502267,4.232087719046359e-06,1.2709201321718174e-06,,,,,,,,,,,,
sparse-neutral,93,6.044829546334075e-05,0.014302040067554124,0.0,0.011453721713135967,0.031824987523625045,0.025377616346883913,4.238553162717378e-06,1.3178465448118207e-06,,,,,,,,,,,,
sparse-neutral,94,6.001416608929078e-05,0.014304395908020236,0.0,0.011455519559634048,0.03182589939143337,0.025386168811015054,4.178967585987402e-06,1.33646204653574e-06,,,,,,,,,,,,
sparse-neutral,95,5.9300648700180796e-05,0.0142975712919465,0.0,0.011449917163297236,0.03179350357602454,0.02539144666172777,4.071135694518654e-06,1.2637943391678817e-06,,,,,,,,,,,,
sparse-neutral,96,5.8575414088224214e-05,0.014281828436899392,0.0,0.011437177832337159,0.03173699970964954,0.025385207990084317,3.932303004684752e-06,1.1737448590184305e-06,,,,,,,,,,,,
sparse-neutral,97,5.797480756560955e-05,0.014262473349663136,0.0,0.01142157364124363,0.03167650497086033,0.025368479999536057,3.7963597636949664e-06,1.1120684924610595e-06,,,,,,,,,,,,
sparse-neutral,98,5.750964364756737e-05,0.014245768239449213,0.0,0.011408116520288884,0.031621568460287505,0.02535672954999426,3.6768730406547725e-06,1.0980744744282921e-06,,,,,,,,,,,,
sparse-neutral,99,5.7266727073122436e-05,0.014243730842737404,0.0,0.011406438019604549,0.03160300841533421,0.02536732147776639,3.58697582264856e-06,1.0065020263559005e-06,,,,,,,,,,,,
sparse-neutral,100,5.724118680139703e-05,0.014255149375110254,0.0,0.011415567737448482,0.031619898621743775,0.02539617307482508,3.574491947327615e-06,9.5131192482729e-07,,,,,,,,,,,,
sparse-neutral,101,5.746226259624759e-05,0.014270294370883264,0.0,0.01142772794922586,0.031649016738343985,0.0254276250711506,3.574216976664319e-06,9.614570618066348e-07,,,,,,,,,,,,
sparse-neutral,102,5.788272236761011e-05,0.014227410605617271,0.0,0.011393505028967339,0.03156016013605821,0.025344681219225604,3.761093765584647e-06,1.039973419689759e-06,,,,,,,,,,,,
sparse-neutral,103,5.751210988121894e-05,0.014118701972948351,0.0,0.011306464000334925,0.031351141037370696,0.025118263825053687,4.14880398718901e-06,1.2542253818288002e-06,,,,,,,,,,,,
sparse-neutral,104,5.553628095396706e-05,0.013865907840974431,0.0,0.011103833528970337,0.030786324755705752,0.02467160863534254,4.23710043349754e-06,1.4608724159331873e-06,,,,,,,,,,,,
sparse-neutral,105,5.0657153152208634e-05,0.01337228298893169,0.0,0.010707957821775794,0.02966251820021779,0.0238191385479049,4.882787895241264e-06,2.5924197088292942e-06,,,,,,,,,,,,
sparse-neutral,106,4.194391423362529e-05,0.012442940440452101,0.0,0.009962741135208406,0.027631360939920656,0.022128409889897734,6.799203109606234e-06,5.191728880410949e-06,,,,,,,,,,,,
sparse-neutral,107,2.8040837007783693e-05,0.010762755490538244,0.0,0.008615812559832153,0.02394469742416699,0.01910334515069794,2.2309012672183216e-06,7.484860208301107e-07,,,,,,,,,,,,
sparse-neutral,108,1.1640786386947366e-05,0.00813329427511501,0.0,0.0065089635773693975,0.01807384929987158,0.0144577032050751,1.2015676008953804e-06,4.2302791246034557e-07,,,,,,,,,,,,
sparse-neutral,109,2.548263898266444e-06,0.004359598581386281,0.0,0.0034881885178886783,0.00963643980072563,0.007801523502675348,2.113466887015361e-07,2.196754554451505e-07,,,,,,,,,,,,
sparse-neutral,110,1.8654295215249278e-05,0.0006963286505949399,0.0,0.0005607937795190017,0.001592780626378499,0.0011386418115749643,2.477018108085515e-05,2.9121983345441273e-05,,,,,,,,,,,,
sparse-neutral,111,2.3964790662342652e-05,0.005762328076942657,0.0,0.004614655419686594,0.012965241482003037,0.010027225420670452,2.6341596392758482e-05,3.0503808704383955e-05,,,,,,,,,,,,
sparse-neutral,112,7.167189143803844e-05,0.011511733293994861,0.0,0.009223721013483496,0.02547281579286651,0.020532596864363546,2.037641208385057e-05,2.1144106665539685e-05,,,,,,,,,,,,
sparse-neutral,113,0.00016424655557894968,0.017388105951912838,0.0,0.013943334072646061,0.03776299142766285,0.03176460839696763,1.699213672506373e-05,7.831846295800752e-06,,,,,,,,,,,,
sparse-neutral,114,0.00027017019676304485,0.021903118435635544,0.0,0.017576528787861045,0.04681605143601482,0.040779175534173845,1.0984755132567196e-05,6.262017220944172e-06,,,,,,,,,,,,
sparse-neutral,115,0.0003067729289247401,0.021624502029288235,0.0,0.017360956209215538,0.045666341512268456,0.040580202394818,0.00010666407519953565,0.000144800134866958,,,,,,,,,,,,
sparse-neutral,116,0.00024052426041234643,0.014644480534492873,0.0,0.011763689279676767,0.029666321740170074,0.028252280389069996,0.0002910982380276157,0.0003682217707038089,,,,,,,,,,,,
sparse-neutral,117,0.00019411356501228036,0.00801298690576381,0.0,0.006449212237613504,0.01513355674371201,0.01634339906751059,0.0002453801028538283,0.0003296117089788111,,,,,,,,,,,,
sparse-neutral,118,0.00013446088414933465,0.004521993980594804,0.0,0.0036444873613057103,0.00834096181879636,0.009402105943456644,0.0001422977809130217,0.00020261037921319217,,,,,,,,,,,,
sparse-neutral,119,0.00011355362522091904,0.003358760294343169,0.0,0.002709718960518719,0.006431823841538572,0.006779031961317106,9.07470048322885e-05,0.0001334383696847089,,,,,,,,,,,,
sparse-neutral,120,0.00013667125717657295,0.00361538913439656,0.0,0.0029196455589525624,0.007151172977809545,0.007094690702744608,8.865544542122582e-05,0.0001270374116108624,,,,,,,,,,,,
sparse-neutral,121,0.00020164838023563068,0.004838773861521803,0.0,0.003911348765264569,0.00963781366737412,0.009466824520019046,0.00010564733867467194,0.00014480992001937742,,,,,,,,,,,,
sparse-neutral,122,0.00029790080636100247,0.0065168294364762805,0.0,0.005273043710453225,0.012853445865408503,0.012926646241448776,0.00012094360944821514,0.00016628202959962862,,,,,,,,,,,,
sparse-neutral,123,0.00040871645089099874,0.008054462762768331,0.0,0.006525313500392866,0.015744423923639592,0.01625783634031852,8.820964222482543e-05,0.00012738114489038472,,,,,,,,,,,,
sparse-neutral,124,0.000481962116851195,0.008721379944508136,0.0,0.007073496378976749,0.01711382996456179,0.017702741456760974,1.8514296740700398e-05,5.043405996908764e-05,,,,,,,,,,,,
sparse-neutral,125,0.0004819227869147477,0.008221667490807731,0.0,0.006673718550029134,0.016027865479945634,0.016727222826539337,5.418201806602692e-05,7.73996386799247e-05,,,,,,,,,,,,
sparse-neutral,126,0.00043388044615949936,0.006751070969794239,0.0,0.0054876328650672905,0.01301965072052107,0.013767550350276702,7.463114983714813e-05,0.00014245165854203642,,,,,,,,,,,,
sparse-neutral,127,0.00037732586416121326,0.005124422422360011,0.0,0.004175003110720251,0.009766477283394191,0.010439574007592897,7.320071870337197e-05,0.00021843767974958183,,,,,,,,,,,,
sparse-neutral,128,0.00028956413676525767,0.0036923790035650727,0.0,0.0030118160302051097,0.006940245537032663,0.00754522278685161,5.7877586880249254e-05,0.00022617010349576885,,,,,,,,,,,,
sparse-neutral,129,0.00020194894137524758,0.002503660151479263,0.0,0.00204331790945846,0.004603614109469119,0.005199689515568209,4.7109293473754066e-05,0.0001642276874059699,,,,,,,,,,,,
sparse-neutral,130,0.00013749170456077027,0.0017220786621801605,0.0,0.0014051612706562826,0.0030667180091701702,0.0036743708550269075,6.047725196594268e-05,8.674853255762172e-05,,,,,,,,,,,,
sparse-neutral,131,0.00010118533660291205,0.0012998872662449768,0.0,0.0010601468803165639,0.002151797141814975,0.002871581213900519,0.00011097290267585977,6.519780658855406e-05,,,,,,,,,,,,
sparse-neutral,132,3.776089341605852e-05,0.0005809668214675194,0.0,0.0004723256358572272,0.0010451923658014225,0.0012710874883286683,4.169616819496908e-06,3.4178149204901094e-06,,,,,,,,,,,,
sparse-neutral,133,2.788543044407233e-05,0.00042958199413744257,0.0,0.0003492426813987685,0.0007570138945100903,0.0009550370282323292,3.3872831503755755e-06,2.8897706569750515e-06,,,,,,,,,,,,
sparse-neutral,134,2.5235816417870406e-05,0.00039131741254938237,0.0,0.00031810109332307995,0.0006783853100908381,0.0008796875289143128,3.646848168790794e-06,3.549963023587858e-06,,,,,,,,,,,,
sparse-neutral,135,2.77492091613559e-05,0.00043383282530564613,0.0,0.0003526161020767881,0.0007586475987936958,0.0009692107199444107,3.116356037739344e-06,4.3566264467387825e-06,,,,,,,,,,,,
sparse-neutral,136,3.4802581421160054e-05,0.0005504981381790602,0.0,0.0004473590268274801,0.0009708413922509372,0.0012232132923874694,1.5837398998184549e-06,6.3541281780157245e-06,,,,,,,,,,,,
sparse-neutral,137,3.9061778771385715e-05,0.0006271861077984076,0.0,0.0005095612419930033,0.0011214190141687727,0.0013769778008842993,2.3597881938657067e-06,7.987827946693101e-06,,,,,,,,,,,,
sparse-neutral,138,3.226974891563084e-05,0.000528655547353442,0.0,0.00042937838766587977,0.0009554503967579991,0.0011448023797217617,5.182255244632733e-06,9.187157689374677e-06,,,,,,,,,,,,
sparse-neutral,139,1.827245598838603e-05,0.00030844893909621573,0.0,0.0002504136424746498,0.0005665467647083965,0.0006553793301734849,4.612365006645064e-06,7.257296496336414e-06,,,,,,,,,,,,
