frame,targeted_point_variance_m2,untracked_point_variance_m2,all_point_variance_m2,qpos_circular_variance_rad2
70,4.828245590046241e-08,0.00014933722845620123,0.00011201499195612603,0.002653258062458019
71,4.587694979369503e-08,0.00014979660152824857,0.00011235892038363484,0.0026511566765665645
72,4.4000532543660455e-08,0.0001502620030623288,0.00011270750242988255,0.0026493272141076157
73,4.259785494141168e-08,0.00015073052534738253,0.00011305854347427226,0.0026477513146325043
74,4.162308619121364e-08,0.00015119294886879883,0.0001134051174231469,0.0026463797066004807
75,4.102362891290795e-08,0.0001516506630579405,0.00011374825320068361,0.0026452141786829806
76,4.0753913508511853e-08,0.00015210364447935666,0.00011408792183789463,0.0026441993301639924
77,4.076856243814298e-08,0.0001525671738732865,0.0001144355725455744,0.0026433683487612054
78,4.1013477720327355e-08,0.00015303972989854915,0.00011479005079334192,0.0026427005610632176
79,4.1458509995431796e-08,0.00015351895049483844,0.0001151495774986277,0.002642233403009698
80,4.2078963407113814e-08,0.0001539888064411734,0.00011550212457173183,0.0026418053301571274
81,4.286841426737633e-08,0.0001544476358166707,0.00011584644396606987,0.0026414272560341635
82,4.3802593233889525e-08,0.00015489812541304477,0.00011618454470809208,0.002641135140650218
83,4.4825690631517465e-08,0.00015533863831252557,0.00011651518515705206,0.002640822122920669
84,4.590878474848599e-08,0.00015577373334012357,0.00011684177720127982,0.002640495705792955
85,4.704815843209129e-08,0.00015619937707960798,0.000117161294849314,0.0026401604085731912
86,4.816034613370288e-08,0.00015661148598952206,0.000117470654578675,0.0026398745240131024
87,4.929486197030212e-08,0.00015701920026824754,0.00011777672391667822,0.0026396882172074108
88,5.050838397311812e-08,0.00015742828143964116,0.00011808383817572417,0.0026395305422496147
89,5.1717345858612027e-08,0.0001578335112903804,0.00011838806280424995,0.0026394235479302607
90,5.291600385172217e-08,0.00015823651123969334,0.00011869061243073296,0.002639377978978948
91,5.4077591667697605e-08,0.0001586397291038561,0.000118993316225809,0.002639416060222615
92,5.525590482439754e-08,0.00015904671562984993,0.00011929885069859355,0.002639589819541293
93,5.6451987205068874e-08,0.00015945897261844812,0.00011960834246063735,0.002639895040449669
94,5.759574354127967e-08,0.00015987009364342382,0.00011991696916845318,0.002640286444375705
95,5.8737011123891173e-08,0.0001602761285402359,0.0001202217806579579,0.0026407754617996035
96,5.99300995178774e-08,0.0001606772825238937,0.00012052294441779974,0.0026413696984252033
97,6.109426512730766e-08,0.00016106723663490629,0.00012081570104246154,0.0026419676771549496
98,6.230458990746825e-08,0.00016144828837581427,0.00012110179242933755,0.0026425969078281222
99,6.351110373982582e-08,0.00016182337862293784,0.00012138341174313832,0.002643202186388505
100,6.472441534347443e-08,0.0001622019602550732,0.00012166765129514076,0.002643825179092007
101,6.593665985343895e-08,0.0001625858592130915,0.00012195587857478198,0.002644482730919245
102,6.731273791079501e-08,0.00016300789762068108,0.0001222727513999885,0.002645562703326835
103,6.927142437263285e-08,0.00016351366942974615,0.0001226525699284028,0.0026477055687243773
104,7.144390125906352e-08,0.00016406455246717794,0.00012306627532569824,0.0026505519311395757
105,7.478897321912455e-08,0.000164756399433383,0.000123585996818342,0.002655331418338283
106,8.032484765266742e-08,0.00016569667139544226,0.00012429258475849488,0.002663714013556298
107,6.702817880822463e-08,0.00016713909517085984,0.0001253710784228469,0.0026772731569753936
108,9.914364185615414e-08,0.0001687336848590278,0.00012657504955473485,0.0026939751547517586
109,1.9757438707847127e-07,0.00017048174762670823,0.0001279107043168008,0.002716311221104301
110,1.5804937399359444e-07,0.00017302405067872272,0.00012980755035254046,0.0027466443926403264
111,2.0628370586680308e-07,0.00017640088438461996,0.00013235223421493162,0.00278562385486106
112,2.8384404201941503e-07,0.00018117561481185586,0.00013595267211939676,0.0028342995849171314
113,4.871383354210152e-07,0.0001883568131193366,0.0001413893944233577,0.0028884358884328433
114,1.4241356128859385e-06,0.0002005560805266289,0.00015077309429819318,0.0029203405428916487
115,4.811642355103594e-06,0.0002131071972110895,0.00016103330849709304,0.0028866211425546523
116,5.592981617235792e-06,0.00020187822195906558,0.00015280691187360816,0.002740221708935054
117,1.6551041716269814e-06,0.00017646054847406058,0.00013275918739845218,0.0025957713094357385
118,2.7908941121077046e-07,0.00016386548179177956,0.00012296888369663737,0.0025087202963361577
119,4.770447684714037e-08,0.0001589840428870868,0.00011924995828452688,0.0024520782172046647
120,3.9637188007490617e-08,0.00015597723285234482,0.0001169928339362605,0.002398990802569175
121,7.202753488989473e-08,0.00015312920649683434,0.00011486491175634823,0.0023409873636299657
122,1.2939839097331168e-07,0.00015072399648763122,0.00011307534696346674,0.002284685373818407
123,1.9736851428278648e-07,0.00015002125358577038,0.00011256528231789847,0.002245231935495686
124,2.42679740064956e-07,0.00015282610475385054,0.00011468024850040413,0.002237094050176959
125,2.585581595958048e-07,0.00015932636297584532,0.00011955941177178296,0.0022570110219522644
126,2.5276991378070625e-07,0.0001686613634305289,0.00012655921505134185,0.0022926281983827344
127,2.413604210362371e-07,0.0001795658709950065,0.00013473474335151396,0.002331348940713422
128,2.306115390811197e-07,0.00019016418535787804,0.0001426807919031788,0.002372053911186263
129,2.1912777113281103e-07,0.00019911433097968885,0.00014939053017754982,0.002411235419199651
130,2.079754977602955e-07,0.0002054049002986829,0.00015410566909845227,0.002447014399077805
131,2.0100287594745825e-07,0.0002088160621158511,0.00015666229730587522,0.0024790488019372186
132,1.7785776233791703e-07,0.00021226997234811016,0.00015924694370166712,0.0025215235508314047
133,1.6968341325928048e-07,0.00021381683938556426,0.00016040505039248803,0.0025514568278737428
134,1.6491396077443767e-07,0.00021531900060677662,0.0001615304789452761,0.002575145291990471
135,1.6510997063146978e-07,0.00021741038442228962,0.00016309906580937508,0.0025962863407060642
136,1.7395061088462392e-06,0.00021869312488084354,0.0001644547201878442,0.0026172561765876933
137,2.8943492146660415e-06,0.00021888657879308156,0.00016488852139847767,0.0026453487066752574
138,2.589946859491708e-07,0.00021600646707144235,0.00016206959897506904,0.0026575882799088407
139,1.9398780269922575e-07,0.00021223649419191884,0.00015922586759461394,0.002672454986045832
140,1.7872356213905754e-07,0.000207180035649518,0.0001554297076276733,0.002686001059678549
141,1.3887229043989607e-07,0.0002003621254312887,0.0001503063121460765,0.0026976535533976475
142,1.181251045628198e-07,0.000193282528919097,0.00014499142796546344,0.0027074814208802706
143,9.889191002818914e-08,0.00018741358506286956,0.0001405849117746592,0.002715977705230731
144,8.012751424257472e-08,0.00018202448413994255,0.00013653839498351756,0.002725781481891661
145,6.509649840910366e-08,0.00017715001743125438,0.00013287878719804306,0.002738397715395277
146,5.5181265344035056e-08,0.00017229833245483038,0.0001292375446574588,0.0027543267613072335
147,5.204399937097398e-08,0.00016837673949668616,0.00012629556562235734,0.0027737843470486516
148,5.358993967660351e-08,0.00016585076233600394,0.0001244014692369221,0.002796549801142259
149,5.970817035023906e-08,0.0001650130322484321,0.00012377470122891166,0.0028186769459090295
150,6.310930423047599e-08,0.00016498411282964902,0.00012375386194829442,0.0028424645677590636
151,2.756786087444602e-06,0.00017022681589861797,0.00012835930844582464,0.0028612956201858057
152,4.930855601618184e-07,0.0001692585060849724,0.00012706715095376972,0.002860160699060498
153,2.0155563471878218e-07,0.00017355832587090844,0.000130219133311861,0.0028551825712531203
154,1.8682399709738475e-07,0.00018140514778273152,0.00013610056683632297,0.002841698290362318
155,2.3306275340639818e-07,0.0001909770969954012,0.00014329108843490253,0.0028233666031412547
156,2.895882179486706e-07,0.0002009081649532536,0.00015075352076942742,0.0028024258228931645
157,3.3803593859311546e-07,0.00020970384642006825,0.00015736239379969948,0.002777425811540841
158,3.5884120575078987e-07,0.00021656338718912282,0.00016251225069327985,0.0027490599889935766
159,3.3288097679074945e-07,0.00022095077349383672,0.00016579630036457526,0.002718168515114574
160,2.5781283520683615e-07,0.0002227597336272886,0.00016713425342926812,0.002687996600988341
161,1.8200519837086136e-07,0.00022230942832966372,0.0001667775725468405,0.0026606521439489356
162,5.5208669002190585e-06,0.00021840475572162184,0.00016518378351627116,0.002750466730968679
163,2.993426246395707e-08,0.00021672143417434192,0.00016254855919637246,0.002575426327018236
164,2.377426756497866e-08,0.00020828973839225734,0.00015622324736108426,0.002576888902901688
165,2.3815392928172855e-08,0.00020119216641597453,0.00015090007866021293,0.0025772705607837757
166,2.9432859593047555e-08,0.00019476486819921342,0.00014608100936430832,0.002584054820634575
167,3.919394098697202e-08,0.0001902980994484034,0.00014273337307154932,0.00259728834829808
168,4.812419935750693e-08,0.00018904893460193028,0.0001417987320012871,0.0026129307880887955
169,8.322467462200892e-06,0.0001945705955140203,0.00014800856350106545,0.002632636910944836
170,2.9081627672698233e-06,0.0001985188996702098,0.0001496162154444748,0.0026273767541230538
171,1.6266437041272476e-06,0.00020540463269907874,0.00015446013545034087,0.0026226318058021753
172,1.116144167577788e-06,0.00021224898522472098,0.00015946577496043517,0.0026159219340629587
173,8.504272838887391e-07,0.00021743223235130596,0.00016328678108445168,0.002609542019954143
174,7.347788351728365e-07,0.00021993131691348385,0.0001651321823939061,0.0026082301042404045
175,7.285128426898148e-07,0.00021963611718581514,0.00016490921610003384,0.0026159172461533617
176,7.635236099741922e-07,0.0002163660638904016,0.00016246542882029474,0.002635027704719671
177,7.872877705506797e-07,0.00021135940668707046,0.00015871637695794052,0.002664183114628595
178,8.053328335688678e-08,0.0002026210936391434,0.00015198595355019675,0.0026830449096837796
179,4.412815358025324e-08,0.0001953778245370652,0.00014654440044119396,0.0027270716718303697
180,2.5891234728088963e-08,0.00018783396931983283,0.00014088194979855665,0.0027830950224603836
181,1.4180321714558889e-08,0.0001795775858517236,0.00013468673446922135,0.0028477918919206
182,8.420614242537283e-08,0.00017455863290569541,0.00013094002621487791,0.0029232832627530095
183,1.1535844158699553e-08,0.00017203066172180332,0.00012902588025239217,0.0029961771372030805
184,1.582634206528893e-08,0.00017188458472962875,0.0001289173951327379,0.0030564829984087755
185,2.370075108190271e-08,0.0001741494456691567,0.000130618009439638,0.0030983582853583718
186,2.667246139661271e-08,0.00017785539947321,0.00013339821772025663,0.0030894037337645844
187,2.1050494570347066e-08,0.00018291671388181294,0.00013719279803500232,0.0030391646530950594
188,8.735031311814267e-08,0.0001909274545163056,0.00014321742846550874,0.002970854853833804
189,1.8867919635711633e-07,0.00019965189347834588,0.0001497860899078487,0.002897730039221172
190,3.4060886311232634e-07,0.00020716815285336414,0.00015546126685580118,0.0028286814775271437
191,5.566747427369985e-07,0.00021202389173544944,0.00015915708748727136,0.002771419549431208
192,7.730671542826209e-07,0.00021409178343377824,0.00016076210436390438,0.0027299094343791437
193,8.585785274077176e-07,0.00021424623902433198,0.00016089932390010093,0.0027064014493948414
194,7.490712802946054e-07,0.00021291499923632763,0.0001598735172473194,0.00269888918298974
195,5.086527118436351e-07,0.00021047282396322804,0.00015798178115038197,0.0027051050899806247
196,2.921382070045482e-07,0.00020743194335928335,0.00015564699207121362,0.002721262121086457
197,1.53166163784513e-07,0.00020357343461395534,0.00015271836750141264,0.0027436457555666855
198,3.24669206302142e-08,0.00019863211912782581,0.00014898220607602693,0.0027527504184308048
199,9.695962766958793e-09,0.00019507599782201467,0.00014630942235720277,0.0027588176547982323
200,3.359991733860503e-09,0.00019132621889704854,0.00014349550417071987,0.002760543898492698
201,1.9061010396573094e-08,0.0001875150601782716,0.00014064106038630283,0.0027621846510316474
202,6.508557381630121e-09,0.00018685741667211762,0.00014014468964343362,0.002765324302290277
203,1.0623600029857704e-08,0.00018630974452203163,0.00013973496429153117,0.002768467184163148
204,1.4559583813739588e-08,0.00018674151429340399,0.0001400597756160064,0.0027676053022329485
205,1.7989961618796662e-08,0.00019144655670221236,0.00014358941501706397,0.0027590149836288994
206,4.548773771523492e-08,0.00019837935767123317,0.00014879589018785373,0.0027492334150573112
207,9.711586840791646e-08,0.0002088951614925814,0.000156695650086538,0.0027381373176955676
208,1.464900218491747e-07,0.00022044542809751932,0.00016537069357860178,0.002727514646248603
209,1.9106163488988796e-07,0.00023081497485936357,0.00017315899655324514,0.0027194049296019253
210,2.363704326226947e-07,0.00023912547346994912,0.00017940319771061753,0.002717221134411622
211,2.9405203830893086e-07,0.00024347848386406667,0.00018268237590762727,0.0027239678106609605
212,3.5224569676497414e-07,0.00024395283887796546,0.0001830526905826654,0.002742270727139161
213,3.9365300751088484e-07,0.0002401150216750232,0.00018018467950814513,0.002772202417318258
214,3.286240524731566e-08,0.00023094958302939984,0.0001732204028733617,0.0028133010373485377
215,1.5542869926896954e-08,0.00022003458130054687,0.00016502982169289184,0.0028475523585471322
216,6.555928614968048e-09,0.00020789848677090414,0.00015592550406033184,0.0028807301557665916
217,2.024984886890643e-09,0.00019522188299563059,0.00014641691849294464,0.002910714162359495
218,1.2872668292091818e-09,0.0001861312078266182,0.00013959872768667096,0.0029421386770096306
219,1.487942979510389e-09,0.00018049663547112235,0.00013537284858908664,0.002982783687651207
220,2.3876704319276004e-09,0.00017858215452597564,0.00013393721281208972,0.00302893679472346
221,4.611460412486165e-09,0.00018032879410450264,0.0001352477484434801,0.0030658973721903186
222,3.088747611616896e-06,0.00018842876261603646,0.0001420937588649316,0.0030933967820525937
223,5.317780654588071e-06,0.00018971282166297797,0.0001436140614108805,0.00310033781747822
224,8.03142348323275e-09,0.00018618904860425456,0.00013964379430906175,0.0030932127457760786
225,5.551209167878557e-09,0.00019051940507782526,0.00014289094161066087,0.0030775976800363008
226,4.3383641411314285e-09,0.00019807267327976612,0.00014855558955085988,0.0030533009461182667
227,1.3807195885621532e-05,0.00020985596301904068,0.00016084377123568586,0.0030558084830152256
228,3.3063842263171966e-05,0.00022708367907879956,0.00017857871987489267,0.0030662407690448326
229,1.260018359149441e-05,0.00022886431667711745,0.0001747982834057117,0.003014877151797618
230,5.193984437574632e-06,0.00023353109939635772,0.00017644682065666195,0.002984204670367818
231,2.918806790135502e-05,0.00024954757416329625,0.00019445769759781096,0.003011195287485605
232,1.983086605971224e-05,0.00025237441829956104,0.00019423853023959884,0.0030003298484895164
233,8.879725996212442e-06,0.00024058671420109138,0.0001826599671498716,0.0029774139884464245
234,1.2222758502929067e-07,0.00021406776928949015,0.00016058138386337492,0.0029666247850801204
235,5.503880493059916e-10,0.0002033968271153857,0.0001525477579335516,0.0029817533262981484
236,1.4588307713264056e-09,0.00020149076504639353,0.00015111843849248798,0.0030011119654990287
237,2.479222967364647e-06,0.00020809092353483194,0.00015668799839296512,0.0030261966468114
238,5.365497111875679e-07,0.00020606471364024602,0.00015468267265798138,0.0030327980027365716
239,2.511734159044212e-07,0.00020640250878767587,0.00015486467494473302,0.003039768879768472
240,1.449985267424786e-07,0.000208998373420974,0.00015678502969741607,0.003038436326513846
241,9.955384869817138e-08,0.00021291306198945994,0.00015970968495426953,0.0030292937762280985
242,8.101666763043605e-08,0.0002169399436925894,0.00016272521193634964,0.003013269370931923
243,8.151933051366404e-08,0.00021968670617491715,0.0001647854094638163,0.0029908474109098583
244,8.786348701853969e-08,0.00021985154670209602,0.00016491062589832665,0.002963996263971051
245,9.336313379654064e-08,0.00021678015442668994,0.00016260845660346658,0.0029356207416533385
246,2.1643611468758167e-06,0.00020768220866006868,0.00015630274678177046,0.002905893099676519
247,9.148048973427103e-09,0.00019935544729719727,0.00014951887248514133,0.0028609863832342697
248,3.972403316524979e-09,0.00019058404793585512,0.00014293902905272048,0.002831558007510296
249,4.853106478659831e-09,0.00018613247262449324,0.00013960056774498962,0.002811055739902037
250,5.047083775699883e-09,0.00018365326272021994,0.0001377412088111089,0.0027914172381954434
251,5.874759904362067e-09,0.00018269664690787163,0.0001370239538708798,0.0027757697314909815
252,6.584273847591259e-09,0.00018287959045175782,0.00013716133890728026,0.0027673672199374643
253,6.432081733959544e-09,0.0001834567115791321,0.00013759414170478256,0.0027647937355821084
254,5.683852019072508e-09,0.00018379272079910617,0.00013784596156233441,0.0027675548839354277
255,4.9193249409595175e-09,0.00018375199998349597,0.00013781522981885726,0.002772782082238886
256,4.018849646562106e-09,0.00018374117845320793,0.00013780688855231755,0.0027796037108383854
257,3.349626039694268e-09,0.00018382548001993614,0.00013786994742146202,0.0027850211182402413
258,3.109691618516124e-09,0.00018399241991456713,0.00013799509235882997,0.0027849877133387076
259,2.7953867793758094e-09,0.00018433278857785161,0.00013825029028008355,0.0027835448141208655
260,2.2871203856751914e-09,0.00018488836791119283,0.00013866684771349105,0.0027843059554908704
261,2.396091434791549e-08,0.00018573495669935237,0.00013930720775310123,0.0027893877235806897
262,9.717846039478724e-10,0.00018648673467924317,0.00013986529395558338,0.0027993619134242006
263,5.108287061688279e-10,0.00018730418587462665,0.00014047826711314655,0.0028067186027067315
264,2.8138185298971723e-10,0.00018797214644458317,0.00014097918017890061,0.002810900279162024
265,3.531136165974511e-09,0.0001882939192797739,0.00014122132224387194,0.0028116783810739738
266,4.224731003921334e-10,0.00018834839160332132,0.0001412613993207661,0.002811963290752195
267,5.686538299906282e-10,0.00018838944643582867,0.000141292226990329,0.0028114039279400365
268,4.723338938704692e-10,0.00018842725152719235,0.00014132055672886774,0.0028104784854594065
269,3.207772373747034e-10,0.00018834595509396355,0.00014125954651478197,0.0028088009779320363
270,1.7837934395155598e-10,0.00018802396259119374,0.00014101801653823126,0.0028064336979514246
271,2.1559084450547934e-10,0.0001874677875142671,0.00014060089453341146,0.0028032507649038583
272,3.3789237537361514e-10,0.00018678981216335984,0.00014009244359561372,0.002799614017173361
273,4.5341520289693467e-10,0.0001861090048421826,0.00013958186698543766,0.0027954400196421427
274,5.564139630666465e-10,0.00018544497268388027,0.00013908386861640094,0.0027909762256658225
275,6.215115616415621e-10,0.00018487554886454762,0.00013865681702630116,0.002787281584371993
276,6.673108860865033e-10,0.00018442801196057139,0.00013832117579815008,0.0027847570659719086
277,6.775378323612742e-10,0.00018409460628812237,0.00013807112410054988,0.0027833627560042047
278,6.559915917719921e-10,0.00018392677058753806,0.0001379452419385515,0.00278380423210936
279,6.72723387884781e-10,0.0001837431355501795,0.00013780751984348157,0.0027847980156287936
280,6.548140608954348e-10,0.00018362171769195095,0.00013771645197247848,0.002786665142024784
281,5.64674521362698e-10,0.0001837514332616267,0.00013781371611485036,0.0027896185158586134
282,4.753019927818257e-10,0.00018407165265665673,0.00013805385831799073,0.002794430653122467
283,3.3760235596737397e-10,0.00018430186532072298,0.00013822648339113124,0.0027996220966955963
284,3.520274388581469e-10,0.00018446211847631563,0.00013834667686409642,0.0028034051392018373
285,3.8517135192110685e-10,0.00018458535205735158,0.00013843911033585172,0.002807042812014095
286,4.2161176074548897e-10,0.0001847234046616359,0.00013854265889916707,0.0028108989028179125
287,4.5964955045577494e-10,0.00018491504520021959,0.00013868639881255233,0.002815984144101472
288,5.267604365357568e-10,0.00018515818636619585,0.000138868771464756,0.0028216772151836212
289,6.385755236668644e-10,0.00018544266767154966,0.00013908216039754318,0.002827964069355885
290,8.050636039515343e-10,0.00018581047368972103,0.00013935805653319175,0.0028355717311985386
291,1.0587745177498424e-09,0.00018626083013647784,0.00013969588729598783,0.0028443924088520185
292,1.4218024945000752e-09,0.00018679047438551673,0.00014009321123976116,0.002854031671190431
293,1.9161020752645488e-09,0.0001873746807094099,0.00014053148955757625,0.002863948762693369
294,2.5062713314398603e-09,0.00018825677900600137,0.00014119321082233386,0.0028762599540585344
295,3.146498358967588e-09,0.00018983326961812344,0.0001423757388381823,0.0028920756343980033
296,3.831796933630415e-09,0.00019293431507422788,0.00014470169425490436,0.0029139281660661466
297,4.281310284771798e-09,0.00019920497814334486,0.0001494048039350798,0.002941417143305717
298,6.331604479036493e-07,0.00020737272703677477,0.000155687835389557,0.002973564304354681
299,1.4014262065124524e-07,0.00022762028584884212,0.00017075025004179443,0.00300224963515244
300,1.1229580538814173e-07,0.0002529274530701548,0.00018972366375396316,0.003033709643780438
301,1.4535182792004546e-07,0.0002781995634875438,0.0002086860105726379,0.003062119864461696
302,9.253954148426899e-06,0.000322698936572556,0.00024433769096652376,0.003147760395421539
303,1.0796779950891281e-05,0.00033478996907540526,0.0002537916717942768,0.0031688223074061916
304,2.810435434423922e-05,0.0003309948036400593,0.0002552721913161043,0.0031910801322839214
305,2.593087193253448e-05,0.0003426437066244671,0.0002634654979514839,0.003182500436580145
306,4.530206361855425e-05,0.0003316143199001102,0.0002600362558297212,0.0032163534600760098
307,1.8251838912657143e-06,0.00027239045983887294,0.0002047491408519711,0.0032251831151753445
308,2.2918609537645647e-06,0.00027918966568144215,0.00020996521449952274,0.0032871611777082078
309,1.2969187772007297e-06,0.0003003858731159289,0.00022561363453124688,0.0032601012040699364
310,6.507921020344034e-07,0.00031753119408402437,0.00023831109358852688,0.003183788261793848
311,5.762055211218316e-07,0.0003244399182829865,0.0002434739900925203,0.0030944508154752736
312,1.0289348226405552e-06,0.0003179569354076717,0.0002387249352614139,0.0029996227548440557
313,0.00022767910171381223,0.0005782222193286265,0.0004905864399249229,0.003302387897881341
314,3.098186624339971e-06,0.00028381639812730943,0.00021363684525156707,0.002903053801497046
315,8.256276057968163e-08,0.0002524371291791312,0.00018934848757449333,0.002827928475333045
316,9.347168877802951e-08,0.00023531996467911814,0.00017651334143153308,0.0027845965257186295
317,9.737400448009757e-08,0.00022845694740066645,0.00017136705405161988,0.0027723911008100404
318,1.8111050902293252e-07,0.00023431861530037742,0.0001757842391025388,0.0027910302793997996
319,2.798752207121586e-07,0.0002528669449317201,0.0001897201775039681,0.0027936703771059643
320,4.472374385723191e-07,0.0002678607254098296,0.0002010073534170153,0.0027930241474328978
321,5.998057968748784e-07,0.0002731167792946756,0.00020498753592022544,0.002790206974193303
322,7.337298961567008e-07,0.0002685234056111927,0.00020157598668243373,0.002781174285847701
