source_frame_idx,valid,rf_kpe_all_m,rf_kpe_targeted_m,rf_kpe_untracked_m,bone_direction_error_rad,bend_plane_error_rad,root_translation_error_m,root_yaw_error_rad,joint_velocity_rms_rad_s,joint_acceleration_rms_rad_s2,joint_jerk_rms_rad_s3,pose_jump_rms_m,left_foot_speed_m_s,right_foot_speed_m_s,left_source_stance,right_source_stance,foot_skating,ground_penetration_depth_m,joint_limit_violation_rad,self_contact_count_diagnostic,artifact,solve_time_s
10,True,0.3817884239509697,0.6034166167239434,0.3079123596933118,1.1533106635211174,0.6863123995944633,0.007927691729940105,0.927856975106418,0.9776505078287118,5.370034392488581,34.476800383562725,0.010225407196915788,0.006363078966448438,0.019088765695720735,True,True,True,0.0043967793837199325,0.0,0,True,0.0007444870134349912
11,True,0.3835049340346239,0.6087309258697655,0.30842960342291,1.1743918830733777,0.6780386685841656,0.008074148814213209,0.9400442296717283,0.8774949522482989,4.832565285296112,33.11527671801688,0.008429986730913022,0.005474334998143171,0.01287806790185745,True,True,True,0.005032628910087994,0.0,0,True,0.0007497869955841452
12,True,0.38496861080991923,0.6134863874585793,0.30879601859369904,1.1932147393476706,0.6741583187305638,0.008209846542471288,0.9500170166814407,0.7888397683962519,4.0744829972055925,33.54308609096965,0.006969956529347215,0.005740135282602897,0.008096876533234392,True,True,False,0.005460924013115742,0.0,0,False,0.0007528240093961358
13,True,0.3862281459544059,0.6177287683900604,0.3090612718091876,1.210070315720954,0.6730220471321403,0.008334463007725506,0.9583260425718052,0.7116769590670031,3.3213259446006336,30.996792055511914,0.005842568861647554,0.00584194549879171,0.004898376906880769,True,True,False,0.005736393618789361,0.0,0,False,0.0007745240000076592
14,True,0.3873153260773628,0.62147718279693,0.3092613738375071,1.2252346862401717,0.673168177273717,0.008448942324125108,0.9653571135720038,0.643795007965973,2.702478582400502,25.876589056480984,0.00497703079438677,0.005532268308022477,0.0027521828744615823,True,True,False,0.005906146074963961,0.0,0,False,0.000765958015108481
15,True,0.3882447407671192,0.6247336327085381,0.30941511011997963,1.2387543070870273,0.673794125939298,0.008553601772219638,0.9718321798709812,0.583091382835263,2.245661263895827,20.159358613744253,0.004295877248135265,0.004866384284374598,0.0013569403594042733,True,True,False,0.006003525539328472,0.0,0,False,0.0007536349876318127
16,True,0.3890423150208052,0.6275569805254166,0.3095374265192682,1.250714284627155,0.6754818491691206,0.008646719726894877,0.977601441753774,0.528441336842815,1.92339839739434,14.600133486110858,0.0037406549792818895,0.00406235833311913,0.0007302604662535475,True,True,False,0.006051106129068931,0.0,0,False,0.0008711169939488173
17,True,0.3897342902456755,0.6299996472917508,0.3096458378969839,1.261354725046913,0.6776045930296364,0.008727735578685517,0.982223300297725,0.4791090718968365,1.6861729415460038,10.669965433244629,0.0032753737855437757,0.003335613751894072,0.0005983308414952578,True,True,False,0.006066789495474503,0.0,0,False,0.0007568509900011122
18,True,0.39032963509968477,0.6320950745540529,0.3097411552815619,1.270731724089951,0.6799748992526187,0.00880148696456846,0.9861751470204227,0.434686169429477,1.4999783220063698,7.8940391483103385,0.0028759208176989347,0.0025251124134642133,0.0007834574757637694,True,True,False,0.006082177310593484,0.0,0,False,0.0007588650041725487
19,True,0.39084883140120164,0.6339080299925786,0.3098290985374094,1.2791330103352865,0.6821853143540533,0.008865715642678894,0.9887517688665672,0.3947806969249011,1.3477369508850003,6.046631259895719,0.0025314531811196565,0.001876874789319393,0.000915405254207967,True,True,False,0.006096411024675121,0.0,0,False,0.000820020999526605
20,True,0.39128764151716305,0.6354476283059676,0.30990097925422805,1.2864986677420287,0.68529607954416,0.008921466197530948,0.991369481033203,0.35920677344877694,1.2106098841794424,4.855072921883156,0.002231221059668244,0.0014218999305395756,0.0011026902851428671,True,True,False,0.006098092950991644,0.0,0,False,0.0007586450083181262
21,True,0.391658595463372,0.6367594720038156,0.30995830328322405,1.2928749489374305,0.6886291594781798,0.008970273233067698,0.9937256032071409,0.32761724655361585,1.08643528498207,4.4002297753050925,0.001971631404246704,0.0015720917792423261,0.0012254565626281801,True,True,False,0.006081390687047465,0.0,0,False,0.0007529929862357676
22,True,0.3919771076437714,0.6378950553459194,0.3100044584097221,1.2984617134052736,0.6917618943243095,0.009012209501830855,0.9956423059561148,0.2998428115026943,0.9686212067738087,4.041216992168914,0.0017442007104265277,0.0007269616596600093,0.0013314877735598064,True,True,False,0.006058442606016271,0.0,0,False,0.000748054007999599
23,True,0.3922638620040012,0.6389031850325106,0.3100507543278314,1.303497558106856,0.694284242606041,0.009046043909373528,0.9968076353953368,0.27572896054476326,0.8539399378799344,3.713743994667459,0.0015517214475099632,0.0012526927747482223,0.001418554452755305,True,True,False,0.006030396518121045,0.0,0,False,0.0007448589894920588
24,True,0.39252095000817666,0.6397919429478617,0.31009728569494815,1.3080245992329127,0.6964142162408348,0.009071287499700306,0.9972858468254011,0.25481887446068924,0.7545339100323365,3.3057410369671842,0.0013907157335380298,0.0015693589919509227,0.00028789684193266876,True,True,False,0.0059780580963686315,0.0,0,False,0.0007479740015696734
25,True,0.39275016906480165,0.6405653956065827,0.31014509355087466,1.3120349599444485,0.6980737175915007,0.009091504824036097,0.9976718503086801,0.23672851353732413,0.66361612515068,2.9543506359279306,0.0012519099664798706,0.0026634592175696593,0.0010410912001205912,True,True,False,0.005910468294862829,0.0,0,False,0.0007532740128226578
26,True,0.39294806370410834,0.6412240564452104,0.3101893994570743,1.3154806251134752,0.6996569836911315,0.009109672731890051,0.9982949121179066,0.22112729478239004,0.58286435803081,2.602783186570588,0.0011323716546265694,0.0013093465424464368,0.0005093703414350092,True,True,False,0.00583718528052945,0.0,0,False,0.00075866500264965
27,True,0.3931200710608293,0.6417892800648428,0.310230334726158,1.3184664387252791,0.7013141421912011,0.009126277398438519,0.9989627541581962,0.20764119151703,0.5128577349384721,2.240981302837547,0.0010334273147370782,0.0005043953708118747,0.0012821851427485492,True,True,False,0.0057584303280776555,0.0,0,False,0.0007583939877804369
28,True,0.39326968026996767,0.6422737676874991,0.3102683177974573,1.321124733358284,0.7030890252127142,0.009141471347661842,0.9996225302587414,0.1958661076995918,0.45598824357333395,1.8566294956545693,0.0009494391853737572,0.00011931655193441184,0.0016933493114865588,True,True,False,0.005675807106775009,0.0,0,False,0.0008253009873442352
29,True,0.3934002185156397,0.642693746667223,0.31030237579844533,1.3235646752735712,0.705192528485324,0.009156116543415799,1.000249901785994,0.18551343307309365,0.4070391128765285,1.7070761940045038,0.0008775449370268438,0.0003550346151503622,0.0019205672166839665,True,True,False,0.005589888382861464,0.0,0,False,0.0007545170083176345
30,True,0.3935105999891242,0.643056927492041,0.3103284908214852,1.325879993260479,0.707810900282865,0.009169740800366023,1.000847454424019,0.17633176063366704,0.3671158076421798,1.3728516902079118,0.0008172258553123938,0.00036974256175555424,0.001838985371751423,True,True,False,0.0054992700953550525,0.0,0,False,0.0007606680155731738
31,True,0.39362085467900526,0.6433963159318832,0.31036236759471253,1.3282746076790097,0.7103281096483024,0.00918010944091224,1.001364167352265,0.1681609463125299,0.33125294909476855,1.3374133283901732,0.0007654149833528498,0.0008560462680872084,0.004455509710798231,True,True,False,0.005413396917212687,0.0,0,False,0.0007658379909116775
32,True,0.3937121081217146,0.6436890700651227,0.3103864541405785,1.33087088101425,0.7123962136631989,0.009186632564769748,1.0017352283149892,0.16085063258540747,0.30088214044171246,1.3346204744876358,0.0007123843905360378,0.0006437653294439868,0.0033931308461146166,True,True,False,0.005336688379031366,0.0,0,False,0.0007564700208604336
33,True,0.393786457291491,0.643943978590587,0.3104006168584588,1.3335729794839843,0.7139390514504319,0.009190839912191068,1.001984199418851,0.1542096080201072,0.2779046177534901,1.118045379080487,0.0006609719492464438,0.0006182717225436645,0.002692820892077282,True,True,False,0.005271224335251132,0.0,0,False,0.0007566809945274144
34,True,0.393855179179525,0.6441808719662302,0.3104132815839567,1.3363120496105818,0.7149112357640488,0.009194792696755955,1.0021802655932792,0.14807999572683792,0.26100470263852804,0.9382866008145394,0.0006171717205004831,0.0005047650062579275,0.0029592865126226112,True,True,False,0.005213706004419229,0.0,0,False,0.0007543859828729182
35,True,0.3939171547421544,0.6443943365490191,0.31042476080653275,1.3389835242482055,0.7098837583117129,0.009198700212594514,1.0023406265085804,0.14242105629093857,0.24682138039271959,0.7790941882056097,0.0005832875759549883,0.0004548234689405452,0.0032373467344331075,True,True,False,0.005162423092985676,0.0,0,False,0.0007536550110671669
36,True,0.39396910532171764,0.6445758513500434,0.3104335233122757,1.341507467771207,0.704947496027063,0.009203145613006735,1.0025083301481985,0.13717397717735144,0.2348575636456002,0.5959653993493323,0.0005528887306573999,0.0003436036568109699,0.00362635497228484,True,True,False,0.005116055642406315,0.0,0,False,0.0007571120222564787
37,True,0.39399950265096606,0.6447127954866978,0.3104284050390554,1.3438317744446993,0.7003960741825194,0.009209886601530737,1.0027109566610128,0.1322919731965173,0.21979822742602617,0.803986865436291,0.0005238020359108853,0.00036133509698334823,0.0021160306770162773,True,True,False,0.005068880762355095,0.0,0,False,0.0007568710134364665
38,True,0.3940203476324563,0.644826590423123,0.310418266702234,1.3460452458436651,0.695659682328901,0.00921617153026293,1.0028804104129596,0.1276721782443095,0.20942995227962935,0.8363001539252236,0.0004990929116850036,0.0008428008079389298,0.0016193145178728648,True,True,False,0.005021017260440559,0.0,0,False,0.0007596960058435798
39,True,0.39404230523818273,0.6449382985937931,0.3104103074529794,1.3481931076887903,0.6908852479195376,0.00922228146023626,1.0028922648993397,0.12336504055522059,0.19322454325995186,1.306081398448275,0.0004753247572558611,0.0011655373564967945,0.0022369367350076855,True,True,False,0.004974798427942696,0.0,0,False,0.0007595759816467762
40,True,0.3940650718724963,0.6450433850155848,0.3104056341581335,1.3502508673193727,0.6861126605967891,0.00922812416104758,1.0027393918507468,0.11943801804873903,0.1768716932778691,0.9092421467111638,0.00045241199972380163,0.0007790441300883297,0.001977661781189216,True,True,False,0.0049259924708284445,0.0,0,False,0.0007614099886268377
41,True,0.39409397543061714,0.6451546708373891,0.3104070769616932,1.3521882341163574,0.6816451303869479,0.009232614093902641,1.002450138612849,0.11575988507085636,0.16015927050632078,0.942797259665263,0.0004355906317890689,0.0015554696262578462,0.0015987029976327364,True,True,False,0.004873209157762933,0.0,0,False,0.0007596159994136542
42,True,0.39412275503345373,0.6452714246944916,0.31040653181310784,1.3540656048723032,0.6772493979058021,0.009236015614330887,1.001824339096454,0.11227716903123047,0.14991311721062506,0.7169442404015361,0.00041644663383692067,0.000885251780676635,0.002124631358806922,True,True,False,0.0048250591724873105,0.0,0,False,0.0007574420014861971
43,True,0.3941394412744027,0.6453704845174502,0.3103957601933869,1.3558006982568642,0.6733211613409091,0.009239235891290056,1.0011042158125203,0.10897125815170347,0.14089148226875858,0.4765479370645899,0.0004020665547938215,0.0005012105421702539,0.0019010205547541105,True,True,False,0.004778871428373485,0.0,0,False,0.0007534850155934691
44,True,0.3941496360068119,0.6454459354682638,0.31038420285299445,1.3574466830250371,0.6694749488307749,0.009242028525131656,1.0004208683994043,0.10567909856250615,0.13476173960221835,0.9634762338850279,0.0003918008792701325,0.00018069545890701835,0.0022971522446334877,True,True,False,0.00473537796344522,0.0,0,False,0.0007536649936810136
45,True,0.39415387702706556,0.6455032701712431,0.31037074597900643,1.3589966202613608,0.6658615932858121,0.009244780793737615,0.9997749744245932,0.10251112915509838,0.128516649413435,0.7507662011027774,0.00039566901308588467,0.00026005900502288254,0.001844085184114087,True,True,False,0.004697386016318113,0.0,0,False,0.0007474229787476361
46,True,0.3941614947307788,0.6455625457917764,0.31036114437711293,1.3605087805015263,0.6622518818985643,0.009246325005803618,0.9991842088889171,0.09942054265665104,0.1233478801185293,0.6989797734632041,0.0003915397230769295,0.0006682746306948069,0.002091464095872212,True,True,False,0.004664083793514811,0.0,0,False,0.0007501789950765669
47,True,0.39416913811031823,0.6456206472511481,0.31035196839670837,1.3620344203881887,0.658677979116335,0.00924630546900111,0.9986202433683466,0.09644109995443631,0.11743420514960307,0.6379431628252755,0.0003814021527258619,0.0008233365126224655,0.0021498613231289336,True,True,False,0.004636922733870759,0.0,0,False,0.0007466910174116492
48,True,0.39417887777636496,0.6456732407716894,0.31034742344459015,1.3635617233284238,0.6550474969479957,0.009246805965429634,0.9980464613132047,0.09360584099432856,0.11217096105307782,0.507877679957497,0.00036609520445315605,0.0007198700857293225,0.002246450578789194,True,True,False,0.004613379359005231,0.0,0,False,0.00075377500616014
49,True,0.3941822807183744,0.6457110198543271,0.31033936767305664,1.3650408523246735,0.6514452513142517,0.009248014252692215,0.9975591464030882,0.09086849214174597,0.10876140136755674,0.5556939728793758,0.00034500985186895023,0.0005206343799162049,0.002157048551431593,True,True,False,0.004592335982359698,0.0,0,False,0.0007585340063087642
50,True,0.3941768658317329,0.6457239430745624,0.3103278400841231,1.3664139065928405,0.6477679016760408,0.009249508693869155,0.9973058488692381,0.08818590856890317,0.11557802420427245,0.7864121056489901,0.0003370582389654977,0.0010618585364327627,0.0013832430558778095,True,True,False,0.00456903270426356,0.0,0,False,0.0007707570039201528
51,True,0.39417390415256853,0.6457389305709473,0.31031889534644225,1.3677438314330168,0.6442681139102676,0.009253053220845199,0.9971197932474114,0.08561984838743969,0.10272683781095208,0.9531736874797515,0.00030816948113345194,0.0008329961746462196,0.0020906535107500907,True,True,False,0.0045469933630051095,0.0,0,False,0.0007572309987153858
52,True,0.39416611514127464,0.645746033804619,0.3103061422534932,1.3689093998074506,0.6411871632691193,0.009258700865296168,0.9970885006301117,0.08311115597329057,0.09798917707011186,0.9095950261858481,0.00028362376748180054,0.00028771825718773927,0.0033266089761640216,True,True,False,0.004526403014139974,0.0,0,False,0.0007583029801025987
53,True,0.3941477997049526,0.6457387652102834,0.310284144536509,1.369797072985478,0.638655727325621,0.009264191125790414,0.9974482626914094,0.08066481908886887,0.09723091989681769,0.6054525678649334,0.0002751015371232286,0.0005165646683794058,0.0028884564375271293,True,True,False,0.004499159087192709,0.0,0,False,0.0007588640146423131
54,True,0.39411626647493797,0.6457046349576288,0.3102534769807076,1.3705486779383742,0.6362707117575963,0.00926871603065428,0.997879375513911,0.07824987640071694,0.09363979245837674,0.6715857794248631,0.00026776194852679437,0.0003093227840929948,0.002514208914475556,True,True,False,0.004466991167344605,0.0,0,False,0.0007558890210930258
55,True,0.3940857340565367,0.6456748034836837,0.31022271091415443,1.3712650534392177,0.6337298647696152,0.009275217874490179,0.9982395372225084,0.0757942168165036,0.09375246927775988,0.7206535557391934,0.00025735103289273813,0.00031067367581701197,0.0024289825323597,True,True,False,0.004433114050539472,0.0,0,False,0.0007575920026283711
56,True,0.3940580707426505,0.6456535894312736,0.3101928978464427,1.3719519340006074,0.631186167694391,0.009285101783230944,0.9985181234344214,0.07341679054336435,0.09442584570263811,0.6988499299445257,0.0002440326552721196,0.000153749879096754,0.0034112303256108078,True,True,False,0.004398030044035181,0.0,0,False,0.0007469929987564683
57,True,0.3940332099898256,0.6456318162289548,0.3101670079101158,1.3726333726224087,0.6286822063718862,0.009296164632707793,0.9987478042621476,0.07125045906735518,0.08634478635582113,0.5031383232355617,0.00023622952529568482,0.000685577333666075,0.0035279739642424673,True,True,False,0.004365716510239379,0.0,0,False,0.0007476230093743652
58,True,0.39399452770332827,0.6455857962238486,0.31013077152982155,1.3733260313750963,0.6262855608327514,0.009308481384688242,0.9988990160277929,0.06922267539755965,0.08322407192114453,0.5683001920362774,0.00022773479851250907,0.0008113498082165751,0.0018222445694264712,True,True,False,0.004337573417075137,0.0,0,False,0.0007580130186397582
59,True,0.39395107582262306,0.6455307430534715,0.31009118674567354,1.3740396744727854,0.6238508126204234,0.009322272317521795,0.9990145746533936,0.06727014046000612,0.0776029175700327,0.46290060115775306,0.00021774812508335234,0.0007372487559937126,0.0010055509138027845,True,True,False,0.004313823148423929,0.0,0,False,0.0007551779854111373
60,True,0.39392620799769074,0.6455037684938335,0.31006702116564316,1.3747951939322645,0.621328318100702,0.009337307131229254,0.999093270243935,0.06536103377585673,0.07610757429670935,0.67470368277435,0.00021155084134657394,0.0014254770479540599,0.0016315243360310683,True,True,False,0.004294854909868294,0.0,0,False,0.0007624209974892437
61,True,0.3939162436255818,0.6455000561739662,0.3100549727761203,1.3755923771502578,0.618746778312348,0.009353824079924968,0.9990449026608901,0.06359275342661533,0.0714652922404062,0.42283287664223895,0.0002088569387582974,0.0019023650223106174,0.002934405033136664,True,True,False,0.004280641576203647,0.0,0,False,0.0007589040033053607
62,True,0.39390480136625555,0.6454928491660714,0.310042118766317,1.3764500466857803,0.6158552732561027,0.009372603628623714,0.9987647717524899,0.06193060101008448,0.06889301096184383,0.5241277682408815,0.000207318330989749,0.0011987512006200237,0.004069495074731485,True,True,False,0.004273512218240577,0.0,0,False,0.0007562500250060111
63,True,0.39389380056475315,0.6454865413878231,0.3100295536237296,1.377327286942909,0.6128071975845449,0.009393234040603625,0.9983249088247876,0.06042778923428853,0.06503712932680662,0.4540707233194115,0.00021432317040951063,0.0013117091678703507,0.004690172665225126,True,True,False,0.004267433510782076,0.0,0,False,0.0007595860224682838
64,True,0.39387665190601295,0.6454655414165209,0.3100136887358436,1.3781548787383187,0.6096630818328568,0.009415737695261862,0.9977794547562493,0.05899400920507193,0.0643033373736253,0.46461472011523486,0.00022185774834832266,0.0010485371919351262,0.005002482287660114,True,True,False,0.004259021524957602,0.0,0,False,0.0007534339965786785
65,True,0.3938520981799467,0.6454307786074476,0.30999253803744625,1.3789084422292945,0.6066717345911453,0.009441209690749587,0.9973225842976865,0.057663090833138274,0.0665540318720172,0.4731292329744417,0.0002364359496468468,0.0003477563073089754,0.004002715703377017,True,True,False,0.004249197151210879,0.0,0,False,0.0007587349973618984
66,True,0.3938261403261128,0.6453944032269987,0.30997005269248423,1.3797273755488348,0.6034814360029538,0.009467803984716,0.9965537167833198,0.0564021371817258,0.07031461103647167,0.4599229459669816,0.0002513543605908836,0.0011602865715402574,0.004670674431162636,True,True,False,0.0042415403291931626,0.0,0,False,0.0007584239938296378
67,True,0.3937926771662813,0.6453337034479564,0.30994566840572296,1.380408678716749,0.6004435983118288,0.009497312979679083,0.9960367534125241,0.05529878347444353,0.06504466790332317,0.9055681089496738,0.00027295252598258135,0.00031563898687268484,0.00339140621072006,True,True,False,0.004223925975077375,0.0,0,False,0.0007554280164185911
68,True,0.39375715838270714,0.6452590028297962,0.30992321023367747,1.3810583808938293,0.5973957645881891,0.00952938425670153,0.9955129584069302,0.054255478943742635,0.06443009263692452,0.4084851631218098,0.0002892215078937325,0.0005409773706790119,0.0028579140990549028,True,True,False,0.00420277363162465,0.0,0,False,0.0007605179853271693
69,True,0.3937201452641711,0.6451724526634066,0.309902709464426,1.3817219096497817,0.5944019093609607,0.009564291746166395,0.9949284701065304,0.05330018344560028,0.06585256453127855,0.43249509949667925,0.000300778891728702,0.0004891610095172532,0.0023902520435825666,True,True,False,0.004180969576250309,0.0,0,False,0.0007557290082331747
70,True,0.3936835236091284,0.6450735265128679,0.30988685597454874,1.3824483381004609,0.5913421376760689,0.009602640698337554,0.9942712271777856,0.05243938671605124,0.06889404866547894,0.43732714507100073,0.0003116332245210337,0.00042231930193657204,0.0019573457604500936,True,True,False,0.004160042964449809,0.0,0,False,0.0007615000067744404
71,True,0.3936589353642909,0.6449805213523508,0.30988507336827087,1.3832976951706388,0.588114078718542,0.009643538488879165,0.9933491498773651,0.051639969443778265,0.06690742401944007,0.3659338590393279,0.00032180401797112207,0.00033685115920149134,0.0026521759619241147,True,True,False,0.004142287152903669,0.0,0,False,0.0007605079736094922
72,True,0.39364321442656375,0.6448880032568138,0.309894951483147,1.3841604997130286,0.5847120693585,0.009687804849890595,0.9922842327268011,0.05090100888805957,0.061500284399129905,0.46247056386015206,0.0003334943961212736,0.0004326825566496044,0.0028815589016198758,True,True,False,0.004121413927633618,0.0,0,False,0.0007569809968117625
73,True,0.3936335565562364,0.6448012706703786,0.30991098518485555,1.3850758951770947,0.5812191284100533,0.009735523257491668,0.9909609457074136,0.05019823096942412,0.05769250423812836,0.4976724876913916,0.0003531601008134118,0.00041968513400096965,0.0030694459463634902,True,True,False,0.004099311006342173,0.0,0,False,0.0007622110133524984
74,True,0.3936229173934672,0.6447194121692262,0.3099240858015474,1.3859747488084155,0.5779935348279274,0.009786092401858995,0.9894118782783168,0.04727303660778079,0.26445311197431176,7.730497419284277,0.0003760300260167955,0.0004006148041820274,0.001676146403754654,True,True,False,0.004072986054319239,0.0,0,False,0.0007802149921189994
75,True,0.39361006156715905,0.6446389494727854,0.309933765598617,1.3868542031119897,0.574908548492183,0.0098376408891481,0.9877379988846089,0.04576367310080232,0.23600591737078733,1.1256221569898752,0.0003991705119780335,0.00043994786748866586,0.00029335819915345086,True,True,False,0.004044434586655309,0.0,0,False,0.0007763069879729301
76,True,0.39358678068188246,0.6445421457217595,0.30993499233525673,1.3876949232539844,0.5718351119998089,0.009889222435619733,0.9860482219649311,0.04494614310187554,0.06504509503342869,6.48838789310008,0.00041609598212920317,0.0012505961837348852,0.00017115195570856483,True,True,False,0.004017993402988368,0.0,0,False,0.0007989210134837776
77,True,0.39356511104865066,0.644441739887723,0.3099395681022933,1.3884615513260539,0.5687692848128175,0.00993975268474151,0.984704230215919,0.04412481843453701,0.052317864951274544,0.969085968299331,0.00042101319982814397,0.0006085071660235027,0.00015947872515947856,True,True,False,0.003997452390863682,0.0,0,False,0.0007804250053595752
78,True,0.3935535342042765,0.644354671327113,0.309953155163331,1.389211696731695,0.565867728963195,0.009990570002491487,0.9834704462765205,0.04329379511613257,0.05371827680896008,0.6557115443345941,0.000422220914264301,0.0008217954061299485,0.00020173897759662995,True,True,False,0.003983604827052489,0.0,0,False,0.0007796439749654382
79,True,0.39355953260365434,0.6442998790055842,0.3099794171363444,1.3899380087116808,0.5633508524902319,0.010041571782567043,0.9823239900358485,0.04249920069344091,0.05912177062875563,0.5301762835944931,0.00041753076981593815,0.003324251673043156,0.00035589194333281345,True,True,False,0.003971659762184341,0.0,0,False,0.0007805060013197362
80,True,0.39354389541203205,0.6442207705815834,0.3099849370221815,1.3906301150855498,0.5607536189493276,0.010090831753058879,0.9811604888408438,0.04171533452563498,0.06327279289191888,1.2656833142759174,0.0004045160551227185,0.00038256116150055453,0.00030041305311047617,True,True,False,0.003971302916835758,0.0,0,False,0.0007752959791105241
81,True,0.393511341621463,0.6441233052050432,0.30997402042693617,1.3912195143619017,0.5581328031856715,0.010139064434846816,0.9801336431878469,0.04103138970709448,0.061708835747084065,0.37871183231391764,0.00039505914586551114,0.001451270350081211,0.0003392664840950297,True,True,False,0.003973278415250676,0.0,0,False,0.0007780510059092194
82,True,0.3934873878923644,0.6440493247072581,0.3099667422873998,1.3917117750197434,0.5558413923637857,0.01018628996367079,0.979202231098786,0.040437347666473486,0.062172888339381345,0.8048774518843443,0.00038598088081288017,0.0004456561055722721,0.0003788600112141135,True,True,False,0.003973057235213939,0.0,0,False,0.0007786320056766272
83,True,0.39345751182237665,0.6439732185231553,0.3099522762554506,1.3921455801502962,0.5537221137560308,0.010230329758808726,0.9783209345315009,0.039940174967808904,0.06277413060674018,0.6585418486649303,0.00037918042218473467,0.0008522085848982595,0.0004004365921467573,True,True,False,0.003981004528445438,0.0,0,False,0.0007848340028431267
84,True,0.3934419164515868,0.6439333362349525,0.3099447765237982,1.3926920965370941,0.5513742089703844,0.010270217283588899,0.9771779688604478,0.03947000248555293,0.05346333735619607,0.6727174351208678,0.0003681877550424454,0.001126488101743071,0.0011942554721589421,True,True,False,0.003996386183765339,0.0,0,False,0.000782991002779454
85,True,0.3934283901463665,0.643902826664272,0.30993691130706474,1.3932414450938715,0.5488359238632892,0.010308677193345148,0.9760032399162551,0.03900953489006742,0.044331337074401546,0.7040309401837098,0.0003482311369735454,0.0020229050918936617,0.00034884513483337783,True,True,False,0.004011133313690797,0.0,0,False,0.0007811569957993925
86,True,0.39341702859794114,0.6438704362954336,0.30993255936544367,1.393759231724644,0.5460519196908854,0.010346594366968723,0.974865034291889,0.03863035936883765,0.03825197911632226,0.7327721917155288,0.0003397691804436145,0.00030156068995651464,0.0002756625520266651,True,True,False,0.004016354724838843,0.0,0,False,0.0008089290058705956
